match_id,team_id,ward_type,time,x,y,time_window,game_stage,momentum,hero_name,wx,wy,x_original,y_original,coord_type,map_width,map_height,x_processed,y_processed,grid_denom,transform_enabled,transform_scale,transform_shift_x,transform_shift_y,transform_invert_y
8461254706,9572001,observer,3864,158.9,168.8,60-65min,Very Late Game,Negative,Hoodwink,759.2,838.4000000000001,158.9,168.8,auto_grid_255_opendota,1024,1024,94.9,104.80000000000001,255.0,True,1.0,0.0,0.0,False
8461254706,9572001,sentry,3864,158.9,168.8,60-65min,Very Late Game,Negative,Hoodwink,759.2,838.4000000000001,158.9,168.8,auto_grid_255_opendota,1024,1024,94.9,104.80000000000001,255.0,True,1.0,0.0,0.0,False
8461254706,9572001,sentry,3707,154.6,161.5,60-65min,Very Late Game,Negative,Chen,724.8,780.0,154.6,161.5,auto_grid_255_opendota,1024,1024,90.6,97.5,255.0,True,1.0,0.0,0.0,False
